customer_id,customer_name,customer_type,country_of_residence,occupation_or_industry,branch_id,onboarding_channel,risk_rating,pep_flag,annual_income_or_turnover_gbp,relationship_start_date
C02514,Thistle Motors Ltd,Business,Germany,Retail,BR08,Branch,Medium,N,921000,2025-04-10
C02515,Aisha Doyle,Individual,United Kingdom,Self-employed,BR05,Online,Low,N,147000,2024-03-19
C02516,Zara Shah,Individual,United Kingdom,Student,BR04,Online,High,Y,33400,2024-10-08
C02517,Omar Patel,Individual,United Kingdom,Employee,BR07,Branch,Low,N,30800,2025-11-28
C02518,Larkspur Foods Ltd,Business,Germany,Construction,BR01,Relationship Manager,Medium,N,249000,2025-07-15
C02519,Silverline Property Ltd,Business,Germany,Retail,BR09,Online,Medium,N,486000,2025-01-10
C02520,Bluefield Imports LLP,Business,India,Real Estate,BR01,Online,Medium,N,1887000,2025-04-06
C02521,Kestrel Logistics LLP,Business,United Kingdom,Charity,BR01,Online,Low,N,253000,2025-04-27
C02522,Northgate Logistics LLP,Business,Nigeria,Hospitality,BR03,Branch,Medium,N,945000,2025-08-01
C02523,Ethan Lopez,Individual,Germany,Property Investor,BR01,Relationship Manager,Low,N,5300,2025-03-09
C02524,Thistle Retail Ltd,Business,United Kingdom,Retail,BR01,Online,Medium,N,508000,2025-01-08
C02525,Grace Patel,Individual,United Kingdom,Employee,BR07,Branch,Low,N,18700,2024-02-25
C02526,Hannah Murray,Individual,United Kingdom,Director,BR03,Branch,Low,N,78800,2025-12-01
C02527,Grace Walsh,Individual,United Kingdom,Retired,BR01,Branch,Low,N,75500,2025-02-17
C02528,Ravi Shah,Individual,United Kingdom,Employee,BR06,Online,Low,N,50700,2024-07-31
C02529,James Okafor,Individual,United Kingdom,Self-employed,BR06,Online,Low,N,19500,2024-04-08
C02530,Ethan Ali,Individual,United Kingdom,Senior Public Official,BR09,Introducer,High,Y,98400,2025-03-17
C02531,Amir Fraser,Individual,United Kingdom,Student,BR01,Branch,Low,N,34300,2025-07-25
C02532,Olivia Walsh,Individual,United Kingdom,Self-employed,BR08,Online,Low,N,118600,2025-08-13
C02533,Harbour Property Ltd,Business,Nigeria,Professional Services,BR06,Branch,Medium,N,433000,2025-10-09
C02534,Luca Fraser,Individual,United Kingdom,Employee,BR05,Online,Low,N,54400,2025-10-15
C02535,Ravi Shah,Individual,United Kingdom,Self-employed,BR02,Online,Low,N,30400,2025-03-31
C02536,Maria Walsh,Individual,Germany,Employee,BR04,Introducer,Low,N,93400,2025-11-23
C02537,Luca Reid,Individual,United Kingdom,Employee,BR02,Online,Low,N,57800,2024-02-24
C02538,Ravi Nowak,Individual,United Kingdom,Employee,BR06,Branch,Low,N,95400,2024-10-15
C02539,Brightwater Retail Ltd,Business,United Kingdom,Construction,BR06,Relationship Manager,Low,N,1964000,2024-12-19
C02540,Omar Nowak,Individual,United Kingdom,Employee,BR02,Relationship Manager,Low,N,39000,2025-05-26
C02541,Pinnacle Construction Ltd,Business,United Kingdom,Construction,BR02,Branch,Medium,N,1707000,2024-08-06
C02542,Meridian Logistics LLP,Business,United Kingdom,Construction,BR09,Introducer,Medium,N,499000,2024-07-31
C02543,Jack Hughes,Individual,United Kingdom,Employee,BR04,Online,Low,N,73900,2025-10-22
C02544,Harbour Property Ltd,Business,United Kingdom,Technology,BR05,Relationship Manager,Medium,N,695000,2025-04-19
C02545,James Evans,Individual,Russia,Self-employed,BR10,Online,Medium,N,13200,2025-04-09
C02546,Crest Logistics Ltd,Business,United Kingdom,Professional Services,BR02,Branch,Low,N,584000,2024-05-14
C02547,Northgate Retail Ltd,Business,United Kingdom,Hospitality,BR05,Relationship Manager,Low,N,193000,2024-12-31
C02548,Oakline Retail LLP,Business,United Kingdom,Hospitality,BR07,Online,Low,N,2181000,2024-11-04
C02549,Jack Okafor,Individual,France,Self-employed,BR02,Introducer,Low,N,37400,2025-03-29
C02550,Summit Tech Ltd,Business,India,Money Services,BR02,Branch,High,N,1498000,2025-11-03
C02551,Larkspur Property LLP,Business,India,Money Services,BR09,Online,Medium,N,1904000,2024-07-22
C02552,Maria Doyle,Individual,United Kingdom,Self-employed,BR01,Online,Low,N,146200,2025-08-15
C02553,Northgate Construction PLC,Business,United Kingdom,Retail,BR01,Online,Low,N,299000,2025-04-08
C02554,Larkspur Capital PLC,Business,Nigeria,Construction,BR03,Online,High,N,425000,2024-12-28
C02555,Luca Evans,Individual,United Kingdom,Employee,BR07,Online,Low,N,165000,2025-11-25
C02556,Oakline Construction Ltd,Business,Russia,Hospitality,BR04,Online,High,N,532000,2024-04-17
C02557,Zara Patel,Individual,United Kingdom,Employee,BR02,Online,Low,N,27300,2025-05-10
C02558,Daniel Rossi,Individual,United Kingdom,Student,BR03,Online,Low,N,46300,2024-10-18
C02559,Tom Ali,Individual,United Kingdom,Employee,BR04,Online,Low,N,53600,2025-05-13
C02560,Ravi Singh,Individual,United Kingdom,Self-employed,BR07,Online,Low,N,94900,2024-04-11
C02561,Harbour Motors Ltd,Business,UAE,Construction,BR08,Relationship Manager,High,N,2013000,2025-06-22
C02562,Omar Doyle,Individual,United Kingdom,Employee,BR03,Online,Low,N,7600,2024-02-20
C02563,Chen Rossi,Individual,United Kingdom,Student,BR06,Online,Low,N,24000,2024-09-12
C02564,James Murray,Individual,United Kingdom,Employee,BR06,Branch,Low,N,38500,2025-10-24
C02565,James Shah,Individual,UAE,Employee,BR07,Branch,Medium,N,21800,2025-04-07
C02566,Harbour Imports LLP,Business,United Kingdom,Construction,BR05,Online,Medium,N,387000,2024-12-25
C02567,Crest Construction Ltd,Business,Hong Kong,Import/Export,BR01,Online,Medium,N,4754000,2024-08-29
C02568,Hannah Fraser,Individual,Pakistan,Employee,BR06,Relationship Manager,Medium,N,40000,2024-03-06
C02569,Ethan Reid,Individual,United Kingdom,Director,BR05,Introducer,Low,N,29300,2024-03-22
C02570,Tom Rossi,Individual,UAE,Property Investor,BR05,Online,Medium,N,22100,2025-06-07
C02571,Priya Shah,Individual,Hong Kong,Retired,BR02,Online,Low,N,41100,2024-07-19
C02572,Tom Mensah,Individual,United Kingdom,Employee,BR01,Online,Low,N,49300,2024-02-24
C02573,Daniel Walsh,Individual,United Kingdom,Self-employed,BR02,Online,Low,N,30300,2024-11-16
C02574,Hannah Khan,Individual,United Kingdom,Employee,BR02,Online,Low,N,91400,2024-10-16
C02575,Maria Doyle,Individual,Ireland,Retired,BR01,Online,Low,N,41500,2025-12-01
C02576,Chen Carter,Individual,United Kingdom,Employee,BR02,Online,Low,N,23800,2024-06-17
C02577,Sofia Brooks,Individual,India,Employee,BR01,Relationship Manager,Low,N,20400,2024-07-14
C02578,Harbour Foods Ltd,Business,United Kingdom,Construction,BR02,Online,Low,N,131000,2024-04-30
C02579,Bluefield Trading LLP,Business,United Kingdom,Technology,BR10,Branch,Medium,N,544000,2024-05-17
C02580,James Carter,Individual,United Kingdom,Retired,BR04,Online,Low,N,24500,2025-01-25
C02581,Harbour Logistics Ltd,Business,France,Real Estate,BR03,Introducer,High,N,1033000,2024-06-11
C02582,Bluefield Motors PLC,Business,United Kingdom,Hospitality,BR07,Branch,Low,N,174000,2025-06-10
C02583,Ethan Lopez,Individual,Ireland,Student,BR04,Introducer,Low,N,132700,2025-08-20
C02584,Aisha Reid,Individual,United Kingdom,Retired,BR01,Introducer,Low,N,50700,2024-12-22
C02585,Olivia Nowak,Individual,United Kingdom,Student,BR04,Online,Low,N,26400,2024-06-24
C02586,Larkspur Trading Ltd,Business,United Kingdom,Construction,BR02,Online,Medium,N,228000,2025-08-23
C02587,Priya Carter,Individual,Cyprus,Self-employed,BR05,Branch,Medium,N,63700,2025-12-07
C02588,Amir Brooks,Individual,United Kingdom,Retired,BR01,Branch,Low,N,31600,2025-11-01
C02589,Nadia Patel,Individual,Germany,Employee,BR04,Online,Low,N,20000,2025-11-03
C02590,Jack Patel,Individual,United Kingdom,Employee,BR02,Relationship Manager,Low,N,55400,2025-08-13
C02591,Meridian Construction LLP,Business,France,Retail,BR02,Introducer,Low,N,1290000,2025-06-23
C02592,Maria Nowak,Individual,United Kingdom,Employee,BR06,Branch,Low,N,16200,2025-11-30
C02593,Crest Retail Ltd,Business,United Kingdom,Import/Export,BR02,Online,High,N,2629000,2024-09-05
C02594,Northgate Tech PLC,Business,United Kingdom,Professional Services,BR03,Online,Medium,N,180000,2025-11-10
C02595,Northgate Trading Ltd,Business,United Kingdom,Real Estate,BR01,Online,Medium,N,672000,2024-01-16
C02596,Olivia Wright,Individual,United Kingdom,Employee,BR06,Online,Low,N,32500,2025-08-31
C02597,Bluefield Imports Ltd,Business,United Kingdom,Technology,BR04,Relationship Manager,Medium,N,518000,2024-09-01
C02598,Mei Fraser,Individual,United Kingdom,Retired,BR08,Online,Low,N,82900,2024-08-01
C02599,Aisha Singh,Individual,Russia,Employee,BR04,Branch,Medium,N,70800,2025-05-08
C02600,Northgate Trading LLP,Business,United Kingdom,Import/Export,BR10,Online,High,N,711000,2024-05-07
C02601,James Wright,Individual,United States,Employee,BR02,Branch,Low,N,57400,2025-12-27
C02602,Aisha Nowak,Individual,United Kingdom,Retired,BR07,Introducer,Low,N,42600,2025-06-15
C02603,Luca Brooks,Individual,United Kingdom,Student,BR03,Introducer,Low,N,20700,2024-01-15
C02604,Ironbridge Holdings LLP,Business,United Kingdom,Retail,BR03,Branch,Medium,N,180000,2025-09-10
C02605,Larkspur Consulting Ltd,Business,United Kingdom,Charity,BR07,Online,Low,N,98000,2024-03-19
C02606,Ravi Singh,Individual,United Kingdom,Employee,BR10,Relationship Manager,Low,N,93000,2025-08-24
C02607,Pinnacle Capital Ltd,Business,Pakistan,Money Services,BR07,Online,High,N,232000,2025-08-17
C02608,Mei Carter,Individual,Germany,Employee,BR03,Online,Low,N,21000,2025-04-15
C02609,Amir Carter,Individual,United Kingdom,Student,BR04,Introducer,Low,N,41400,2025-03-14
C02610,Aisha Shah,Individual,United Kingdom,Employee,BR02,Branch,Low,N,31500,2025-08-29
C02611,Brightwater Imports Ltd,Business,United Kingdom,Retail,BR05,Online,Low,N,139000,2025-09-13
C02612,Luca Murray,Individual,United Kingdom,Employee,BR03,Branch,Low,N,29100,2025-05-31
C02613,Maria Rossi,Individual,United Kingdom,Property Investor,BR02,Online,Low,N,93300,2024-05-04
C02614,Chen Walsh,Individual,United Kingdom,Employee,BR01,Relationship Manager,Low,N,39700,2025-05-01
C02615,Kestrel Foods Ltd,Business,United Kingdom,Money Services,BR09,Online,High,N,989000,2024-05-27
C02616,Grace Evans,Individual,United Kingdom,Employee,BR01,Online,Low,N,45900,2024-02-04
C02617,Aisha Lopez,Individual,Germany,Retired,BR03,Branch,Low,N,21700,2024-04-20
C02618,Bluefield Motors Ltd,Business,United Kingdom,Construction,BR02,Relationship Manager,Medium,N,359000,2024-12-02
C02619,Maria Carter,Individual,United Kingdom,Self-employed,BR04,Branch,Low,N,75900,2025-12-05
C02620,Chen Patel,Individual,United States,Property Investor,BR02,Online,Low,N,97100,2024-01-25
C02621,Luca Murray,Individual,Panama,Employee,BR07,Branch,Medium,N,20200,2024-02-24
C02622,Bluefield Tech Ltd,Business,United Kingdom,Hospitality,BR02,Online,Low,N,341000,2024-03-08
C02623,Daniel Walsh,Individual,United Kingdom,Senior Public Official,BR02,Online,Medium,Y,41700,2024-05-19
C02624,Olivia Hughes,Individual,India,Employee,BR02,Online,Low,N,78100,2025-01-30
C02625,Daniel Ali,Individual,United Kingdom,Employee,BR02,Online,Low,N,49800,2025-08-23
C02626,Crest Capital Ltd,Business,United Kingdom,Construction,BR06,Online,Medium,N,3419000,2024-02-04
C02627,Thistle Motors Ltd,Business,United Kingdom,Technology,BR02,Online,Medium,N,620000,2025-08-11
C02628,Amir Nowak,Individual,United Kingdom,Director,BR06,Online,Low,N,28500,2025-10-29
C02629,Sofia Khan,Individual,Russia,Self-employed,BR03,Relationship Manager,Medium,N,10700,2024-02-28
C02630,Brightwater Consulting PLC,Business,India,Money Services,BR02,Branch,High,N,3043000,2024-11-25
C02631,Sofia Rossi,Individual,Panama,Employee,BR02,Branch,Medium,N,11000,2025-08-18
C02632,Sofia Khan,Individual,India,Employee,BR04,Branch,Low,N,89300,2025-05-26
C02633,Omar Hughes,Individual,United Kingdom,Employee,BR03,Branch,Low,N,102000,2024-05-15
C02634,Sofia Walsh,Individual,India,Employee,BR04,Online,Low,N,43700,2024-04-18
C02635,Nadia Okafor,Individual,Ireland,Employee,BR08,Branch,Low,N,16200,2024-11-21
C02636,Hannah Okafor,Individual,United Kingdom,Self-employed,BR01,Branch,Low,N,50300,2025-09-11
C02637,Priya Singh,Individual,United Kingdom,Employee,BR03,Branch,Low,N,122500,2025-11-24
C02638,Nadia Okafor,Individual,United Kingdom,Employee,BR03,Online,Low,N,53400,2024-12-15
C02639,Ironbridge Logistics PLC,Business,United Kingdom,Construction,BR02,Online,Low,N,380000,2025-01-22
C02640,Olivia Evans,Individual,United Kingdom,Employee,BR04,Online,Low,N,30000,2025-02-12
C02641,Ethan Rossi,Individual,United Kingdom,Employee,BR05,Introducer,Low,N,23800,2024-12-24
C02642,Brightwater Tech PLC,Business,United Kingdom,Professional Services,BR05,Branch,Medium,N,631000,2025-04-19
C02643,Aisha Doyle,Individual,United Kingdom,Employee,BR06,Online,Low,N,12600,2024-07-19
C02644,Meridian Consulting PLC,Business,United Kingdom,Real Estate,BR01,Branch,Medium,N,239000,2025-01-29
C02645,Jack Mensah,Individual,United Kingdom,Student,BR04,Relationship Manager,Low,N,43600,2025-03-24
C02646,Meridian Construction Ltd,Business,United Kingdom,Technology,BR07,Branch,Medium,N,655000,2025-02-15
C02647,Sofia Fraser,Individual,Hong Kong,Student,BR04,Introducer,Low,N,30400,2025-12-13
C02648,Priya Murray,Individual,United Kingdom,Self-employed,BR06,Online,Low,N,15900,2025-06-28
C02649,Jack Rossi,Individual,United Kingdom,Director,BR05,Online,Low,N,94400,2025-06-20
C02650,Omar Singh,Individual,United Kingdom,Employee,BR04,Online,Low,N,20400,2025-08-12
C02651,Chen Patel,Individual,UAE,Self-employed,BR01,Online,Medium,N,49500,2025-01-20
C02652,Kestrel Property LLP,Business,Ireland,Hospitality,BR05,Branch,Medium,N,244000,2024-08-11
C02653,Northgate Consulting Ltd,Business,United Kingdom,Construction,BR04,Relationship Manager,Low,N,1573000,2025-01-26
C02654,Daniel Shah,Individual,United Kingdom,Employee,BR01,Relationship Manager,Low,N,25100,2025-11-05
C02655,Harbour Tech Ltd,Business,India,Professional Services,BR02,Branch,Low,N,140000,2025-10-04
C02656,Kestrel Capital Ltd,Business,Cyprus,Import/Export,BR01,Branch,High,N,1081000,2024-09-15
C02657,Harbour Motors Ltd,Business,United Kingdom,Retail,BR05,Online,Medium,N,2416000,2024-12-19
C02658,Hannah Mensah,Individual,United Kingdom,Self-employed,BR01,Relationship Manager,Low,N,56600,2024-07-18
C02659,Nadia Wright,Individual,United Kingdom,Retired,BR08,Online,Low,N,39600,2024-01-09
C02660,Ethan Fraser,Individual,United Kingdom,Employee,BR10,Online,Low,N,28500,2024-08-15
C02661,Maria Walsh,Individual,India,Employee,BR10,Branch,Low,N,142100,2024-03-14
C02662,Oakline Trading PLC,Business,Russia,Hospitality,BR02,Relationship Manager,High,N,516000,2024-09-19
C02663,Nadia Walsh,Individual,Panama,Employee,BR04,Branch,Medium,N,15900,2024-02-09
C02664,Aisha Singh,Individual,Nigeria,Property Investor,BR09,Online,Medium,N,38200,2024-08-19
C02665,Zara Murray,Individual,United Kingdom,Self-employed,BR06,Introducer,Low,N,34400,2025-06-06
C02666,Ironbridge Property PLC,Business,Russia,Import/Export,BR02,Online,High,N,352000,2025-09-08
C02667,Tom Hughes,Individual,United Kingdom,Employee,BR08,Online,Low,N,59100,2025-10-10
C02668,Mei Ali,Individual,United Kingdom,Student,BR05,Relationship Manager,Low,N,40900,2025-02-14
C02669,Meridian Imports Ltd,Business,Germany,Import/Export,BR07,Branch,High,N,306000,2025-02-03
C02670,Thistle Foods Ltd,Business,United Kingdom,Retail,BR10,Branch,Low,N,537000,2025-12-08
C02671,Tom Carter,Individual,UAE,Employee,BR10,Branch,Medium,N,141800,2025-02-10
C02672,Northgate Capital LLP,Business,Panama,Retail,BR04,Branch,Medium,N,179000,2024-03-02
C02673,Oakline Construction PLC,Business,India,Real Estate,BR01,Online,Medium,N,1282000,2025-11-15
C02674,Nadia Lopez,Individual,Nigeria,Retired,BR05,Online,Medium,N,45200,2025-03-24
C02675,Harbour Logistics PLC,Business,United Kingdom,Money Services,BR06,Online,High,N,1732000,2025-05-02
C02676,James Fraser,Individual,United Kingdom,Employee,BR05,Relationship Manager,Low,N,39400,2024-03-11
C02677,Amir Rossi,Individual,Nigeria,Director,BR03,Online,Medium,N,77300,2024-12-09
C02678,Ravi Wright,Individual,United Kingdom,Employee,BR05,Branch,Low,N,57600,2024-12-01
C02679,Grace Wright,Individual,United States,Employee,BR04,Online,Low,N,48000,2025-08-18
C02680,James Mensah,Individual,United Kingdom,Director,BR10,Relationship Manager,Low,N,59300,2024-10-06
C02681,Chen Nowak,Individual,United Kingdom,Director,BR08,Online,Low,N,77800,2024-09-07
C02682,Hannah Okafor,Individual,United Kingdom,Self-employed,BR03,Introducer,Low,N,94400,2025-05-12
C02683,Luca Evans,Individual,Germany,Employee,BR05,Relationship Manager,Low,N,52500,2024-01-12
C02684,Grace Carter,Individual,Nigeria,Property Investor,BR05,Relationship Manager,Medium,N,33200,2025-06-28
C02685,Amir Singh,Individual,Hong Kong,Student,BR04,Relationship Manager,Low,N,10000,2024-01-06
C02686,Maria Doyle,Individual,United Kingdom,Self-employed,BR01,Online,Low,N,72200,2024-06-23
C02687,Ethan Nowak,Individual,United Kingdom,Employee,BR06,Relationship Manager,Low,N,54700,2024-12-29
C02688,Mei Evans,Individual,United Kingdom,Employee,BR07,Online,Low,N,44000,2024-05-21
C02689,Thistle Capital Ltd,Business,United Kingdom,Technology,BR04,Online,Medium,N,905000,2024-01-26
C02690,Luca Singh,Individual,United Kingdom,Retired,BR09,Branch,Low,N,71600,2024-11-02
C02691,Silverline Consulting LLP,Business,United Kingdom,Real Estate,BR10,Relationship Manager,High,N,890000,2025-05-31
C02692,Maria Okafor,Individual,United Kingdom,Employee,BR08,Online,Low,N,39300,2024-06-25
C02693,Summit Logistics Ltd,Business,United Kingdom,Precious Metals,BR09,Relationship Manager,Medium,N,797000,2024-07-19
C02694,Meridian Foods Ltd,Business,Ireland,Real Estate,BR04,Introducer,High,N,184000,2025-05-09
C02695,Bluefield Consulting Ltd,Business,UAE,Hospitality,BR09,Online,High,N,579000,2025-11-23
C02696,James Nowak,Individual,United Kingdom,Employee,BR09,Online,Low,N,56200,2025-01-13
C02697,Omar Ali,Individual,United Kingdom,Employee,BR05,Branch,Low,N,26000,2025-02-12
C02698,James Evans,Individual,France,Student,BR01,Online,Low,N,26600,2025-08-27
C02699,Ravi Khan,Individual,India,Employee,BR01,Online,Low,N,68300,2024-02-18
C02700,Oakline Imports LLP,Business,UAE,Retail,BR04,Online,Medium,N,3313000,2025-12-18
C02701,Pinnacle Holdings Ltd,Business,United Kingdom,Technology,BR07,Online,High,Y,429000,2024-12-13
C02702,Priya Lopez,Individual,United Kingdom,Student,BR04,Online,Low,N,42700,2024-10-03
C02703,Luca Khan,Individual,United States,Employee,BR07,Branch,Low,N,14900,2025-03-27
C02704,Nadia Murray,Individual,United Kingdom,Employee,BR07,Branch,Low,N,91000,2025-10-28
C02705,Priya Ali,Individual,United Kingdom,Student,BR02,Branch,Low,N,48300,2025-11-15
C02706,Tom Singh,Individual,Russia,Employee,BR01,Relationship Manager,Medium,N,50800,2025-07-22
C02707,Tom Shah,Individual,United Kingdom,Employee,BR06,Branch,Low,N,73400,2024-12-19
C02708,Crest Consulting LLP,Business,France,Hospitality,BR03,Branch,Medium,N,204000,2024-04-19
C02709,James Nowak,Individual,UAE,Employee,BR09,Online,Medium,N,45300,2024-05-19
C02710,Zara Ali,Individual,United Kingdom,Student,BR08,Online,Low,N,58100,2025-09-03
C02711,Nadia Nowak,Individual,France,Employee,BR04,Relationship Manager,Low,N,50100,2024-04-01
C02712,Larkspur Property Ltd,Business,United Kingdom,Real Estate,BR05,Online,High,N,634000,2024-12-17
C02713,Daniel Hughes,Individual,UAE,Employee,BR08,Online,Medium,N,15500,2024-10-25
C02714,Maria Evans,Individual,United States,Employee,BR08,Online,Low,N,45700,2025-06-02
C02715,Tom Evans,Individual,Pakistan,Employee,BR05,Relationship Manager,Medium,N,91800,2024-09-07
C02716,Jack Walsh,Individual,United Kingdom,Retired,BR10,Online,Low,N,57000,2025-05-28
C02717,Maria Walsh,Individual,India,Employee,BR04,Online,Low,N,21200,2025-01-06
C02718,Omar Mensah,Individual,United States,Employee,BR01,Branch,Low,N,77500,2025-10-09
C02719,Chen Singh,Individual,Ireland,Employee,BR05,Online,Low,N,33300,2024-05-16
C02720,Oakline Logistics Ltd,Business,United Kingdom,Import/Export,BR07,Relationship Manager,High,N,3873000,2025-07-10
C02721,Ethan Singh,Individual,United Kingdom,Employee,BR10,Branch,Low,N,73900,2025-06-11
C02722,Omar Lopez,Individual,UAE,Director,BR01,Online,Medium,N,22800,2025-08-25
C02723,Olivia Mensah,Individual,United Kingdom,Self-employed,BR04,Online,Low,N,116800,2024-12-24
C02724,Silverline Motors Ltd,Business,United Kingdom,Real Estate,BR05,Relationship Manager,Medium,N,1432000,2024-08-22
C02725,Brightwater Trading Ltd,Business,United States,Money Services,BR09,Branch,High,N,296000,2025-01-13
C02726,Redwood Trading Ltd,Business,Cyprus,Retail,BR06,Relationship Manager,High,N,351000,2025-12-12
C02727,Grace Nowak,Individual,Panama,Property Investor,BR02,Branch,Medium,N,171800,2024-05-22
C02728,Priya Ali,Individual,United Kingdom,Property Investor,BR08,Relationship Manager,Low,N,73100,2025-04-28
C02729,Bluefield Consulting Ltd,Business,United Kingdom,Professional Services,BR06,Relationship Manager,Medium,N,1608000,2024-06-12
C02730,Brightwater Capital Ltd,Business,United Kingdom,Money Services,BR09,Relationship Manager,Medium,N,120000,2025-07-19
C02731,Ethan Hughes,Individual,United Kingdom,Employee,BR08,Relationship Manager,Low,N,43100,2024-11-05
C02732,Aisha Okafor,Individual,Pakistan,Employee,BR01,Introducer,Medium,N,56900,2025-09-19
C02733,Omar Okafor,Individual,United Kingdom,Student,BR10,Relationship Manager,Low,N,22900,2024-04-29
C02734,Crest Property LLP,Business,United Kingdom,Crypto Assets,BR04,Online,Medium,N,2186000,2024-03-31
C02735,Daniel Murray,Individual,United Kingdom,Employee,BR10,Online,Low,N,33800,2025-11-25
C02736,Sofia Shah,Individual,United Kingdom,Self-employed,BR02,Branch,Low,N,41100,2024-09-02
C02737,Zara Shah,Individual,Pakistan,Student,BR07,Branch,Medium,N,48900,2024-03-03
C02738,Mei Lopez,Individual,France,Employee,BR02,Online,Low,N,17100,2025-09-03
C02739,Omar Nowak,Individual,United Kingdom,Self-employed,BR01,Branch,Low,N,59700,2024-10-29
C02740,Jack Evans,Individual,United Kingdom,Self-employed,BR10,Introducer,Low,N,24400,2025-11-04
C02741,Meridian Holdings Ltd,Business,United Kingdom,Import/Export,BR02,Branch,Medium,N,268000,2024-11-16
C02742,Hannah Singh,Individual,United Kingdom,Property Investor,BR01,Branch,Low,N,70300,2025-07-06
C02743,Amir Lopez,Individual,Cyprus,Employee,BR08,Branch,Medium,N,31700,2025-02-27
C02744,Olivia Evans,Individual,Ireland,Employee,BR03,Branch,Low,N,22500,2024-12-18
C02745,Ravi Fraser,Individual,United Kingdom,Employee,BR05,Branch,Low,N,101300,2024-12-21
C02746,Maria Murray,Individual,Nigeria,Employee,BR10,Online,Medium,N,67800,2024-07-02
C02747,Omar Okafor,Individual,United Kingdom,Employee,BR04,Branch,Low,N,44000,2025-06-22
C02748,Olivia Okafor,Individual,United Kingdom,Retired,BR01,Relationship Manager,Low,N,96900,2025-01-18
C02749,Larkspur Property Ltd,Business,United Kingdom,Hospitality,BR06,Online,Medium,N,230000,2024-01-02
C02750,Priya Carter,Individual,United Kingdom,Self-employed,BR06,Online,Low,N,27700,2024-10-17
C02751,Omar Evans,Individual,United Kingdom,Employee,BR02,Online,Low,N,22000,2024-10-23
C02752,Olivia Hughes,Individual,UAE,Employee,BR04,Branch,Medium,N,37600,2025-10-09
C02753,Brightwater Imports Ltd,Business,United States,Technology,BR03,Branch,Medium,N,107000,2024-11-08
C02754,James Patel,Individual,United Kingdom,Self-employed,BR01,Relationship Manager,Low,N,92400,2025-02-18
C02755,Northgate Foods PLC,Business,Ireland,Construction,BR02,Online,Medium,N,3034000,2024-03-01
C02756,Brightwater Holdings PLC,Business,United Kingdom,Technology,BR09,Branch,Low,N,1199000,2024-10-13
C02757,Nadia Okafor,Individual,United Kingdom,Employee,BR02,Online,Low,N,35300,2024-07-26
C02758,Ravi Singh,Individual,United Kingdom,Employee,BR02,Online,Low,N,25100,2024-12-30
C02759,Northgate Foods PLC,Business,United Kingdom,Hospitality,BR10,Branch,Medium,N,286000,2025-10-18
C02760,Nadia Rossi,Individual,United Kingdom,Self-employed,BR03,Branch,Low,N,29600,2025-11-13
C02761,Grace Murray,Individual,Cyprus,Employee,BR10,Relationship Manager,Medium,N,18700,2024-07-28
C02762,Maria Patel,Individual,Pakistan,Retired,BR09,Online,Medium,N,134000,2025-03-24
C02763,Mei Mensah,Individual,United Kingdom,Employee,BR04,Online,Low,N,52200,2025-11-28
C02764,Priya Brooks,Individual,India,Employee,BR03,Branch,Low,N,37900,2024-06-16
C02765,Grace Ali,Individual,United Kingdom,Retired,BR01,Branch,Low,N,112800,2024-11-16
C02766,Chen Walsh,Individual,India,Employee,BR02,Branch,Low,N,18400,2024-12-31
C02767,Sofia Khan,Individual,United Kingdom,Employee,BR02,Online,Low,N,37000,2024-01-03
C02768,Aisha Reid,Individual,United Kingdom,Employee,BR04,Relationship Manager,Low,N,133200,2024-12-06
C02769,Silverline Tech Ltd,Business,Germany,Construction,BR03,Relationship Manager,Low,N,1550000,2024-03-29
C02770,Jack Reid,Individual,United Kingdom,Employee,BR08,Branch,Low,N,174200,2024-08-14
C02771,Jack Shah,Individual,United Kingdom,Employee,BR02,Branch,Low,N,64300,2024-03-25
C02772,Mei Wright,Individual,United Kingdom,Self-employed,BR03,Branch,Low,N,87900,2025-06-22
C02773,Amir Nowak,Individual,United Kingdom,Employee,BR01,Relationship Manager,Low,N,89400,2025-09-02
C02774,Grace Khan,Individual,United Kingdom,Employee,BR02,Online,Low,N,40200,2024-07-15
C02775,Omar Shah,Individual,United Kingdom,Self-employed,BR07,Relationship Manager,Low,N,29900,2024-01-30
C02776,Ethan Doyle,Individual,Ireland,Employee,BR06,Online,Low,N,37400,2024-12-26
C02777,Sofia Singh,Individual,United Kingdom,Self-employed,BR03,Online,Low,N,22200,2024-03-24
C02778,Mei Mensah,Individual,United Kingdom,Self-employed,BR05,Online,Low,N,38600,2024-11-18
C02779,Chen Shah,Individual,United Kingdom,Employee,BR04,Online,Low,N,40000,2025-02-01
C02780,Maria Mensah,Individual,Ireland,Employee,BR09,Online,Low,N,110600,2024-12-07
C02781,Luca Wright,Individual,UAE,Employee,BR03,Branch,Medium,N,57300,2025-01-16
C02782,Priya Khan,Individual,United Kingdom,Employee,BR07,Online,Low,N,165600,2025-02-18
C02783,Ravi Mensah,Individual,United Kingdom,Employee,BR02,Introducer,Low,N,11000,2024-04-29
C02784,Olivia Patel,Individual,United Kingdom,Student,BR03,Branch,Low,N,19300,2025-05-14
C02785,Nadia Singh,Individual,United Kingdom,Self-employed,BR04,Online,Low,N,32400,2025-05-03
C02786,Omar Patel,Individual,United Kingdom,Employee,BR01,Introducer,Low,N,98300,2024-04-14
